('thank', array([[ 0.99522839,  0.00477161]]))
('year', array([[ 0.88882275,  0.11117725]]))
('favor', array([[ 0.88864048,  0.11135952]]))
('liberals', array([[ 0.88853313,  0.11146687]]))
('god', array([[ 0.88819707,  0.11180293]]))
('sikh', array([[ 0.88815492,  0.11184508]]))
('realise', array([[ 0.8880532,  0.1119468]]))
('classic', array([[ 0.88745293,  0.11254707]]))
('abused', array([[ 0.88741483,  0.11258517]]))
('tough', array([[ 0.88733379,  0.11266621]]))
('boobs', array([[ 0.88701495,  0.11298505]]))
('funny', array([[ 0.88656962,  0.11343038]]))
('country', array([[ 0.88655771,  0.11344229]]))
('shape', array([[ 0.88640929,  0.11359071]]))
('skin', array([[ 0.88619793,  0.11380207]]))
('worse', array([[ 0.88605605,  0.11394395]]))
('lazy', array([[ 0.88573038,  0.11426962]]))
('bother', array([[ 0.88568723,  0.11431277]]))
('child', array([[ 0.88550404,  0.11449596]]))
('ma', array([[ 0.88538061,  0.11461939]]))
('kid', array([[ 0.88529322,  0.11470678]]))
('own', array([[ 0.88514996,  0.11485004]]))
('iranian', array([[ 0.88499511,  0.11500489]]))
('harder', array([[ 0.88486914,  0.11513086]]))
('vandalize', array([[ 0.8843878,  0.1156122]]))
('chris', array([[ 0.88426894,  0.11573106]]))
('nation', array([[ 0.88425796,  0.11574204]]))
('cut', array([[ 0.88424652,  0.11575348]]))
('takes', array([[ 0.88421773,  0.11578227]]))
('publicly', array([[ 0.88407636,  0.11592364]]))
('childish', array([[ 0.88367145,  0.11632855]]))
('gives', array([[ 0.8836607,  0.1163393]]))
('alex', array([[ 0.88282623,  0.11717377]]))
('pointless', array([[ 0.88219469,  0.11780531]]))
('women', array([[ 0.8821507,  0.1178493]]))
('out', array([[ 0.88214996,  0.11785004]]))
('sensitive', array([[ 0.88160091,  0.11839909]]))
('threats', array([[ 0.8814255,  0.1185745]]))
('want', array([[ 0.8813872,  0.1186128]]))
('americans', array([[ 0.88095738,  0.11904262]]))
('cry', array([[ 0.8807083,  0.1192917]]))
('business', array([[ 0.88068591,  0.11931409]]))
('animal', array([[ 0.8804295,  0.1195705]]))
('defending', array([[ 0.88035087,  0.11964913]]))
('illegal', array([[ 0.88029115,  0.11970885]]))
('greeks', array([[ 0.88018561,  0.11981439]]))
('peoples', array([[ 0.88004891,  0.11995109]]))
('next', array([[ 0.87996564,  0.12003436]]))
('bum', array([[ 0.87990901,  0.12009099]]))
('friends', array([[ 0.87967049,  0.12032951]]))
('ain', array([[ 0.87965492,  0.12034508]]))
('threaten', array([[ 0.87893835,  0.12106165]]))
('vandalising', array([[ 0.87890952,  0.12109048]]))
('failure', array([[ 0.87822992,  0.12177008]]))
('horse', array([[ 0.87807674,  0.12192326]]))
('assad', array([[ 0.87797563,  0.12202437]]))
('ever', array([[ 0.87781964,  0.12218036]]))
('lie', array([[ 0.87727189,  0.12272811]]))
('civil', array([[ 0.87696256,  0.12303744]]))
('trolls', array([[ 0.87669599,  0.12330401]]))
('minded', array([[ 0.87659945,  0.12340055]]))
('horrible', array([[ 0.87644637,  0.12355363]]))
('harassing', array([[ 0.87612805,  0.12387195]]))
('giant', array([[ 0.87603028,  0.12396972]]))
('attack', array([[ 0.87592861,  0.12407139]]))
('killed', array([[ 0.87589449,  0.12410551]]))
('pissed', array([[ 0.87569922,  0.12430078]]))
('lies', array([[ 0.87540131,  0.12459869]]))
('teach', array([[ 0.87519797,  0.12480203]]))
('even', array([[ 0.87519314,  0.12480686]]))
('abuse', array([[ 0.87456872,  0.12543128]]))
('porn', array([[ 0.87440991,  0.12559009]]))
('girls', array([[ 0.87439913,  0.12560087]]))
('such', array([[ 0.87343148,  0.12656852]]))
('typical', array([[ 0.87337409,  0.12662591]]))
('fake', array([[ 0.87280363,  0.12719637]]))
('dude', array([[ 0.87232144,  0.12767856]]))
('son', array([[ 0.87199887,  0.12800113]]))
('sake', array([[ 0.87197203,  0.12802797]]))
('away', array([[ 0.87183636,  0.12816364]]))
('truth', array([[ 0.87140289,  0.12859711]]))
('death', array([[ 0.87136306,  0.12863694]]))
('fc', array([[ 0.87097001,  0.12902999]]))
('teabag', array([[ 0.87084274,  0.12915726]]))
('flying', array([[ 0.87064462,  0.12935538]]))
('zionist', array([[ 0.86996957,  0.13003043]]))
('bs', array([[ 0.86980417,  0.13019583]]))
('site', array([[ 0.86979913,  0.13020087]]))
('nasty', array([[ 0.86887774,  0.13112226]]))
('real', array([[ 0.86806745,  0.13193255]]))
('er', array([[ 0.86799383,  0.13200617]]))
('destroy', array([[ 0.86719386,  0.13280614]]))
('drive', array([[ 0.86650974,  0.13349026]]))
('white', array([[ 0.86581698,  0.13418302]]))
('market', array([[ 0.86541301,  0.13458699]]))
('cancer', array([[ 0.8652537,  0.1347463]]))
('jump', array([[ 0.8650598,  0.1349402]]))
('whenever', array([[ 0.86436367,  0.13563633]]))
('sad', array([[ 0.86399664,  0.13600336]]))
('muslim', array([[ 0.86345696,  0.13654304]]))
('warning', array([[ 0.86309756,  0.13690244]]))
('le', array([[ 0.86300119,  0.13699881]]))
('gonna', array([[ 0.86235614,  0.13764386]]))
('utter', array([[ 0.86006999,  0.13993001]]))
('lame', array([[ 0.85952237,  0.14047763]]))
('bad', array([[ 0.85790635,  0.14209365]]))
('ruining', array([[ 0.85789774,  0.14210226]]))
('jews', array([[ 0.85776355,  0.14223645]]))
('deserve', array([[ 0.85621089,  0.14378911]]))
('seriously', array([[ 0.8562026,  0.1437974]]))
('biggest', array([[ 0.85597338,  0.14402662]]))
('bla', array([[ 0.85548585,  0.14451415]]))
('hey', array([[ 0.85530335,  0.14469665]]))
('super', array([[ 0.85518585,  0.14481415]]))
('planet', array([[ 0.85386311,  0.14613689]]))
('enjoys', array([[ 0.8535649,  0.1464351]]))
('jew', array([[ 0.85340819,  0.14659181]]))
('censorship', array([[ 0.85240058,  0.14759942]]))
('come', array([[ 0.85238897,  0.14761103]]))
('world', array([[ 0.85179874,  0.14820126]]))
('bet', array([[ 0.85138934,  0.14861066]]))
('leave', array([[ 0.85122598,  0.14877402]]))
('wiki', array([[ 0.84937738,  0.15062262]]))
('gang', array([[ 0.84886963,  0.15113037]]))
('grow', array([[ 0.84854405,  0.15145595]]))
('cuz', array([[ 0.8482378,  0.1517622]]))
('liked', array([[ 0.84813497,  0.15186503]]))
('crazy', array([[ 0.84693147,  0.15306853]]))
('their', array([[ 0.84657108,  0.15342892]]))
('morning', array([[ 0.84590164,  0.15409836]]))
('sit', array([[ 0.84560314,  0.15439686]]))
('job', array([[ 0.84524184,  0.15475816]]))
('suicide', array([[ 0.84492996,  0.15507004]]))
('absolute', array([[ 0.8434173,  0.1565827]]))
('cocksucking', array([[ 0.84300579,  0.15699421]]))
('arab', array([[ 0.8424994,  0.1575006]]))
('steal', array([[ 0.84184762,  0.15815238]]))
('im', array([[ 0.84163343,  0.15836657]]))
('king', array([[ 0.84132004,  0.15867996]]))
('shame', array([[ 0.84120104,  0.15879896]]))
('like', array([[ 0.84101515,  0.15898485]]))
('wing', array([[ 0.84068394,  0.15931606]]))
('tiny', array([[ 0.83994967,  0.16005033]]))
('power', array([[ 0.83992909,  0.16007091]]))
('will', array([[ 0.83985738,  0.16014262]]))
('labour', array([[ 0.83983465,  0.16016535]]))
('nipple', array([[ 0.83897375,  0.16102625]]))
('annoying', array([[ 0.83840509,  0.16159491]]))
('run', array([[ 0.83792365,  0.16207635]]))
('me', array([[ 0.83628937,  0.16371063]]))
('forever', array([[ 0.83418785,  0.16581215]]))
('hates', array([[ 0.83387827,  0.16612173]]))
('clue', array([[ 0.83252521,  0.16747479]]))
('blind', array([[ 0.83246869,  0.16753131]]))
('bully', array([[ 0.83235064,  0.16764936]]))
('mad', array([[ 0.83198702,  0.16801298]]))
('useless', array([[ 0.83097854,  0.16902146]]))
('ban', array([[ 0.82949045,  0.17050955]]))
('laugh', array([[ 0.82759802,  0.17240198]]))
('give', array([[ 0.82707011,  0.17292989]]))
('vandalism', array([[ 0.82645235,  0.17354765]]))
('rude', array([[ 0.82614991,  0.17385009]]))
('pigs', array([[ 0.82599542,  0.17400458]]))
('sockpuppet', array([[ 0.82514661,  0.17485339]]))
('communist', array([[ 0.82413937,  0.17586063]]))
('kids', array([[ 0.8230761,  0.1769239]]))
('being', array([[ 0.8225622,  0.1774378]]))
('children', array([[ 0.82188494,  0.17811506]]))
('enjoy', array([[ 0.8211786,  0.1788214]]))
('big', array([[ 0.82098019,  0.17901981]]))
('ridiculous', array([[ 0.81971686,  0.18028314]]))
('mods', array([[ 0.81600016,  0.18399984]]))
('burn', array([[ 0.81542352,  0.18457648]]))
('thieves', array([[ 0.81301026,  0.18698974]]))
('dare', array([[ 0.81103135,  0.18896865]]))
('ya', array([[ 0.8106348,  0.1893652]]))
('likes', array([[ 0.80958847,  0.19041153]]))
('homosexuality', array([[ 0.80848807,  0.19151193]]))
('sanchez', array([[ 0.80812363,  0.19187637]]))
('mum', array([[ 0.80752732,  0.19247268]]))
('load', array([[ 0.8075062,  0.1924938]]))
('terrorist', array([[ 0.80669583,  0.19330417]]))
('wikipedia', array([[ 0.80474118,  0.19525882]]))
('ill', array([[ 0.80438892,  0.19561108]]))
('delete', array([[ 0.80368698,  0.19631302]]))
('face', array([[ 0.80356527,  0.19643473]]))
('insane', array([[ 0.80148585,  0.19851415]]))
('puppet', array([[ 0.79928287,  0.20071713]]))
('silly', array([[ 0.79740787,  0.20259213]]))
('nothing', array([[ 0.79603013,  0.20396987]]))
('kiss', array([[ 0.79386242,  0.20613758]]))
('dog', array([[ 0.79267256,  0.20732744]]))
('hitler', array([[ 0.78879435,  0.21120565]]))
('twat', array([[ 0.78808416,  0.21191584]]))
('trash', array([[ 0.78308851,  0.21691149]]))
('dead', array([[ 0.78214996,  0.21785004]]))
('mental', array([[ 0.78055806,  0.21944194]]))
('quit', array([[ 0.78000574,  0.21999426]]))
('up', array([[ 0.77960419,  0.22039581]]))
('fun', array([[ 0.77734215,  0.22265785]]))
('evil', array([[ 0.77666047,  0.22333953]]))
('complete', array([[ 0.77609019,  0.22390981]]))
('skills', array([[ 0.77421488,  0.22578512]]))
('lying', array([[ 0.77379349,  0.22620651]]))
('life', array([[ 0.77098198,  0.22901802]]))
('cunts', array([[ 0.76936489,  0.23063511]]))
('nigga', array([[ 0.76780011,  0.23219989]]))
('nerd', array([[ 0.76724244,  0.23275756]]))
('who', array([[ 0.76545979,  0.23454021]]))
('down', array([[ 0.7640607,  0.2359393]]))
('nazis', array([[ 0.76383632,  0.23616368]]))
('blow', array([[ 0.76181032,  0.23818968]]))
('my', array([[ 0.76027724,  0.23972276]]))
('piece', array([[ 0.75720345,  0.24279655]]))
('criminal', array([[ 0.75574655,  0.24425345]]))
('brain', array([[ 0.75388453,  0.24611547]]))
('cocks', array([[ 0.7510616,  0.2489384]]))
('he', array([[ 0.74738187,  0.25261813]]))
('shoot', array([[ 0.74706591,  0.25293409]]))
('aids', array([[ 0.74589772,  0.25410228]]))
('worthless', array([[ 0.74368907,  0.25631093]]))
('vandals', array([[ 0.7435757,  0.2564243]]))
('ha', array([[ 0.72959493,  0.27040507]]))
('get', array([[ 0.7247992,  0.2752008]]))
('dont', array([[ 0.72213135,  0.27786865]]))
('sexual', array([[ 0.71934436,  0.28065564]]))
('fascist', array([[ 0.71587154,  0.28412846]]))
('freak', array([[ 0.71477725,  0.28522275]]))
('pig', array([[ 0.71469446,  0.28530554]]))
('bunch', array([[ 0.70814995,  0.29185005]]))
('bloody', array([[ 0.7035368,  0.2964632]]))
('yo', array([[ 0.69956724,  0.30043276]]))
('guy', array([[ 0.69761841,  0.30238159]]))
('worst', array([[ 0.69599548,  0.30400452]]))
('bag', array([[ 0.6885189,  0.3114811]]))
('blah', array([[ 0.6873625,  0.3126375]]))
('all', array([[ 0.68691993,  0.31308007]]))
('rubbish', array([[ 0.680026,  0.319974]]))
('screw', array([[ 0.67682488,  0.32317512]]))
('rape', array([[ 0.67401672,  0.32598328]]))
('is', array([[ 0.6693653,  0.3306347]]))
('are', array([[ 0.66500026,  0.33499974]]))
('yourself', array([[ 0.66256454,  0.33743546]]))
('liars', array([[ 0.65290989,  0.34709011]]))
('garbage', array([[ 0.65022153,  0.34977847]]))
('arse', array([[ 0.64556737,  0.35443263]]))
('fart', array([[ 0.63075674,  0.36924326]]))
('lick', array([[ 0.63007352,  0.36992648]]))
('disgusting', array([[ 0.62715329,  0.37284671]]))
('vandal', array([[ 0.62325891,  0.37674109]]))
('head', array([[ 0.61671909,  0.38328091]]))
('troll', array([[ 0.6009987,  0.3990013]]))
('niggers', array([[ 0.60029579,  0.39970421]]))
('homosexual', array([[ 0.59912764,  0.40087236]]))
('mother', array([[ 0.59095637,  0.40904363]]))
('stupidity', array([[ 0.58757973,  0.41242027]]))
('paid', array([[ 0.57901445,  0.42098555]]))
('butt', array([[ 0.57426132,  0.42573868]]))
('mom', array([[ 0.56494502,  0.43505498]]))
('idiotic', array([[ 0.56071768,  0.43928232]]))
('damn', array([[ 0.54878411,  0.45121589]]))
('cocksucker', array([[ 0.54745998,  0.45254002]]))
('little', array([[ 0.54130134,  0.45869866]]))
('wtf', array([[ 0.53558341,  0.46441659]]))
('prick', array([[ 0.53284531,  0.46715469]]))
('piss', array([[ 0.52382346,  0.47617654]]))
('whore', array([[ 0.51688647,  0.48311353]]))
('ignorant', array([[ 0.51608487,  0.48391513]]))
('arrogant', array([[ 0.50027972,  0.49972028]]))
('hate', array([[ 0.49547041,  0.50452959]]))
('stop', array([[ 0.49431668,  0.50568332]]))
('faggots', array([[ 0.49352972,  0.50647028]]))
('hypocrite', array([[ 0.4893167,  0.5106833]]))
('sick', array([[ 0.48567914,  0.51432086]]))
('dirty', array([[ 0.48159128,  0.51840872]]))
('hole', array([[ 0.47826751,  0.52173249]]))
('wanker', array([[ 0.4777046,  0.5222954]]))
('vagina', array([[ 0.47488424,  0.52511576]]))
('balls', array([[ 0.47180942,  0.52819058]]))
('nazi', array([[ 0.46221192,  0.53778808]]))
('pussy', array([[ 0.46220984,  0.53779016]]))
('coward', array([[ 0.45176516,  0.54823484]]))
('ugly', array([[ 0.44320413,  0.55679587]]))
('bitches', array([[ 0.43070686,  0.56929314]]))
('dumbass', array([[ 0.41144748,  0.58855252]]))
('scum', array([[ 0.40899304,  0.59100696]]))
('homo', array([[ 0.40632187,  0.59367813]]))
('fat', array([[ 0.40125768,  0.59874232]]))
('retard', array([[ 0.39818192,  0.60181808]]))
('ur', array([[ 0.39587369,  0.60412631]]))
('fuckin', array([[ 0.39114534,  0.60885466]]))
('mouth', array([[ 0.3802516,  0.6197484]]))
('retarded', array([[ 0.35762022,  0.64237978]]))
('go', array([[ 0.34953966,  0.65046034]]))
('hell', array([[ 0.3149916,  0.6850084]]))
('fucked', array([[ 0.31423667,  0.68576333]]))
('off', array([[ 0.29830047,  0.70169953]]))
('jerk', array([[ 0.28685595,  0.71314405]]))
('dumb', array([[ 0.28488665,  0.71511335]]))
('fool', array([[ 0.28151257,  0.71848743]]))
('motherfucker', array([[ 0.26426949,  0.73573051]]))
('dickhead', array([[ 0.24980062,  0.75019938]]))
('sex', array([[ 0.24378919,  0.75621081]]))
('loser', array([[ 0.24022162,  0.75977838]]))
('shut', array([[ 0.23680301,  0.76319699]]))
('pathetic', array([[ 0.2173217,  0.7826783]]))
('crap', array([[ 0.21386756,  0.78613244]]))
('liar', array([[ 0.20954617,  0.79045383]]))
('die', array([[ 0.20412195,  0.79587805]]))
('fag', array([[ 0.19715732,  0.80284268]]))
('nigger', array([[ 0.1953637,  0.8046363]]))
('kill', array([[ 0.19197377,  0.80802623]]))
('fucker', array([[ 0.1781346,  0.8218654]]))
('your', array([[ 0.16928572,  0.83071428]]))
('faggot', array([[ 0.16726038,  0.83273962]]))
('racist', array([[ 0.16030656,  0.83969344]]))
('cock', array([[ 0.14880301,  0.85119699]]))
('bastard', array([[ 0.14237661,  0.85762339]]))
('gay', array([[ 0.13053147,  0.86946853]]))
('cunt', array([[ 0.08962075,  0.91037925]]))
('penis', array([[ 0.08644313,  0.91355687]]))
('bullshit', array([[ 0.07172189,  0.92827811]]))
('idiots', array([[ 0.06010342,  0.93989658]]))
('sucks', array([[ 0.05562979,  0.94437021]]))
('moron', array([[ 0.03264737,  0.96735263]]))
('dick', array([[ 0.03213377,  0.96786623]]))
('suck', array([[ 0.02038972,  0.97961028]]))
('bitch', array([[ 0.01457838,  0.98542162]]))
('you', array([[ 0.0121786,  0.9878214]]))
('asshole', array([[ 0.00952416,  0.99047584]]))
('ass', array([[ 0.00715833,  0.99284167]]))
('shit', array([[ 0.00416987,  0.99583013]]))
('stupid', array([[ 0.00118148,  0.99881852]]))
('idiot', array([[  7.47365339e-04,   9.99252635e-01]]))
('fucking', array([[  8.39433196e-05,   9.99916057e-01]]))
('fuck', array([[  1.99166176e-05,   9.99980083e-01]]))
